Geneid,Chr,Start,End,Strand,Length,barcode01_counts,barcode02_counts,barcode03_counts,barcode04_counts,barcode05_counts,barcode06_counts,barcode07_counts,barcode08_counts,barcode09_counts,barcode10_counts,barcode11_counts
TK0245,TS559_Genomic_Sequence.seq,205817,206350,+,534,0,0,0,1,0,0,0,0,0,0,0
TK0246,TS559_Genomic_Sequence.seq,206347,206934,+,588,0,0,0,0,0,0,0,0,0,0,0
TK0247,TS559_Genomic_Sequence.seq,206936,207637,+,702,0,0,0,0,0,0,0,0,0,0,0
TK0248,TS559_Genomic_Sequence.seq,207619,208377,+,759,0,0,0,0,0,1,0,0,0,0,0
TK0249,TS559_Genomic_Sequence.seq,208387,209016,+,630,0,0,0,0,0,0,0,0,0,0,0
TK0250,TS559_Genomic_Sequence.seq,209013,210023,+,1011,0,0,0,2,0,0,0,0,1,1,0
TK0251,TS559_Genomic_Sequence.seq,210007,210735,+,729,0,0,0,3,0,0,0,0,0,0,0
TK0252,TS559_Genomic_Sequence.seq,210836,211519,+,684,0,0,0,0,0,0,1,0,0,0,0
TK0253,TS559_Genomic_Sequence.seq,211516,212478,+,963,0,0,0,1,1,0,0,0,2,0,0
TK0255,TS559_Genomic_Sequence.seq,213249,213827,+,579,1,0,0,0,0,0,0,0,0,0,0
TK0256,TS559_Genomic_Sequence.seq,213820,214446,+,627,0,0,0,0,0,0,0,0,2,0,0
TK0257,TS559_Genomic_Sequence.seq,214439,215608,+,1170,0,0,1,4,0,0,1,0,2,0,0
TK0258,TS559_Genomic_Sequence.seq,215601,216356,+,756,0,0,0,0,1,0,0,0,0,0,0
TK0259,TS559_Genomic_Sequence.seq,216338,217108,-,771,0,0,1,2,0,1,4,0,1,0,0
TK0260,TS559_Genomic_Sequence.seq,217033,218127,-,1095,0,1,1,5,2,1,2,0,3,0,0
TK0261,TS559_Genomic_Sequence.seq,218090,218266,-,177,0,0,0,0,1,0,1,0,1,0,0
TK0262,TS559_Genomic_Sequence.seq,218420,219487,-,1068,0,0,1,2,0,0,0,0,2,0,0
TK0263,TS559_Genomic_Sequence.seq,219484,220683,-,1200,0,0,1,3,4,2,2,0,4,1,1
TK0264,TS559_Genomic_Sequence.seq,220689,221504,-,816,0,0,2,2,2,0,0,0,2,0,0
TK0265,TS559_Genomic_Sequence.seq,221485,222303,-,819,1,0,1,2,2,0,0,1,1,0,0
TK0266,TS559_Genomic_Sequence.seq,222296,222937,-,642,2,0,0,2,1,0,0,1,1,0,0
TK0267,TS559_Genomic_Sequence.seq,222891,223916,-,1026,0,0,0,6,4,2,1,4,11,0,0
TK0268,TS559_Genomic_Sequence.seq,223904,224818,-,915,0,0,2,7,6,2,5,4,12,0,0
TK0269,TS559_Genomic_Sequence.seq,224815,225735,-,921,0,0,2,12,6,2,2,1,10,0,0
TK0270,TS559_Genomic_Sequence.seq,225732,226391,-,660,2,0,1,7,2,0,3,2,2,0,0
TK0271,TS559_Genomic_Sequence.seq,226384,226698,-,315,1,1,1,6,4,0,1,1,1,0,0
TK0272,TS559_Genomic_Sequence.seq,226945,227256,+,312,0,1,1,3,1,0,0,0,0,0,1
TK0273,TS559_Genomic_Sequence.seq,227271,227732,+,462,0,1,0,1,0,0,0,0,0,0,0
TK0274,TS559_Genomic_Sequence.seq,227724,228758,-,1035,0,0,0,1,0,0,0,0,2,0,0
TK0275,TS559_Genomic_Sequence.seq,228745,229833,-,1089,0,0,0,1,0,0,0,0,1,0,0
TK0276,TS559_Genomic_Sequence.seq,229839,230594,-,756,0,0,0,0,0,0,0,0,0,0,0
TK0277,TS559_Genomic_Sequence.seq,230604,231596,-,993,0,0,0,1,0,0,0,0,0,0,0
TK0278,TS559_Genomic_Sequence.seq,231593,232414,-,822,0,0,0,0,0,0,0,0,1,0,0
TK0279,TS559_Genomic_Sequence.seq,232441,232602,-,162,0,0,0,0,0,0,0,0,0,0,0
TK0280,TS559_Genomic_Sequence.seq,232697,233740,-,1044,0,0,0,0,1,0,0,0,0,0,0
TK0281,TS559_Genomic_Sequence.seq,233728,234219,-,492,0,0,0,0,0,0,0,0,0,0,0
TK0282,TS559_Genomic_Sequence.seq,234216,235358,-,1143,0,0,0,0,0,0,0,0,0,0,0
TK0283,TS559_Genomic_Sequence.seq,235355,236440,-,1086,0,0,0,1,1,0,0,0,1,0,0
TK0284,TS559_Genomic_Sequence.seq,236666,237229,-,564,0,0,0,7,1,0,0,0,1,0,0
TK0285,TS559_Genomic_Sequence.seq,237339,237446,+,108,0,0,0,0,0,0,0,0,0,0,0
TK0286,TS559_Genomic_Sequence.seq,237549,238541,+,993,0,0,0,0,0,0,0,0,0,0,0
TK0287,TS559_Genomic_Sequence.seq,238550,238699,+,150,0,0,0,0,0,0,0,0,0,0,0
TK0288,TS559_Genomic_Sequence.seq,238690,239439,-,750,0,0,0,0,0,0,0,0,1,0,0
TK0289,TS559_Genomic_Sequence.seq,239582,242041,+,2460,0,0,6,0,12,2,1,2,1,0,2
TK0290,TS559_Genomic_Sequence.seq,242077,242997,+,921,0,0,3,0,3,1,0,0,1,0,0
TK0291,TS559_Genomic_Sequence.seq,242990,243538,+,549,0,0,1,1,3,2,0,0,1,0,0
TK0292,TS559_Genomic_Sequence.seq,243604,244068,+,465,0,0,1,0,4,0,1,0,1,0,0
TK0293,TS559_Genomic_Sequence.seq,244065,244760,+,696,2,0,0,3,2,1,0,0,0,0,0
TK0294,TS559_Genomic_Sequence.seq,244751,245242,-,492,0,0,0,1,0,0,0,0,0,0,0
TK0295,TS559_Genomic_Sequence.seq,245252,246076,-,825,0,0,0,0,0,0,0,1,2,0,0
TK0296,TS559_Genomic_Sequence.seq,246239,247147,-,909,0,0,1,0,8,0,0,0,2,0,0
TK0297,TS559_Genomic_Sequence.seq,247210,248610,-,1401,1,0,0,3,0,0,0,0,2,0,0
TK0298,TS559_Genomic_Sequence.seq,248816,250111,+,1296,1,2,1,4,1,1,2,4,7,0,0
TK0299,TS559_Genomic_Sequence.seq,250459,250773,+,315,2,1,5,20,13,2,1,1,6,0,0
TK0300,TS559_Genomic_Sequence.seq,250795,252123,-,1329,1,0,1,0,4,0,0,0,2,0,0
TK0301,TS559_Genomic_Sequence.seq,252136,253455,-,1320,0,0,0,0,0,0,0,0,1,0,0
TK0302,TS559_Genomic_Sequence.seq,253666,254208,-,543,4,10,6,26,8,0,0,0,19,0,1
TK0303,TS559_Genomic_Sequence.seq,254240,255991,-,1752,0,0,2,0,2,1,0,1,1,0,0
TK0304,TS559_Genomic_Sequence.seq,256137,257456,-,1320,1,0,4,9,12,3,1,0,16,0,0
TK0305,TS559_Genomic_Sequence.seq,257569,258246,-,678,0,0,5,11,10,0,4,1,3,0,0
TK0306,TS559_Genomic_Sequence.seq,259716,260936,+,1221,5,8,30,128,67,9,26,14,19,2,1
TK0307,TS559_Genomic_Sequence.seq,261189,261497,-,309,0,2,7,12,12,2,6,3,4,0,0
TK0308,TS559_Genomic_Sequence.seq,261557,262843,-,1287,11,21,42,158,81,52,59,24,106,5,4
TK0309,TS559_Genomic_Sequence.seq,263078,265276,-,2199,8,2,26,49,38,16,32,13,36,2,2
TK0310,TS559_Genomic_Sequence.seq,265385,265717,-,333,0,0,0,0,0,0,0,0,0,0,0
TK0311,TS559_Genomic_Sequence.seq,265710,265982,-,273,0,0,0,0,1,0,0,0,0,0,0
TK0312,TS559_Genomic_Sequence.seq,266016,267089,-,1074,0,0,3,4,2,0,1,0,0,0,0
TK0313,TS559_Genomic_Sequence.seq,267123,268211,-,1089,2,2,1,12,10,2,5,2,0,0,0
TK0314,TS559_Genomic_Sequence.seq,268356,269078,+,723,0,3,2,0,5,0,0,1,0,0,0
TK0315,TS559_Genomic_Sequence.seq,269075,269320,+,246,1,0,1,0,3,0,0,0,0,0,0
TK0316,TS559_Genomic_Sequence.seq,269315,270292,-,978,1,1,4,5,7,1,0,0,5,0,0
TK0317,TS559_Genomic_Sequence.seq,270375,271133,+,759,0,0,1,4,2,0,1,0,0,0,0
TK0318,TS559_Genomic_Sequence.seq,271144,271443,+,300,0,0,0,1,1,0,0,1,0,0,0
TK0319,TS559_Genomic_Sequence.seq,271539,273071,-,1533,0,0,0,0,3,0,0,1,2,0,0
TK0320,TS559_Genomic_Sequence.seq,273258,273977,+,720,0,0,1,2,2,0,0,0,2,0,0
TK0321,TS559_Genomic_Sequence.seq,274225,274578,+,354,0,0,0,0,1,0,0,0,0,0,0
TK0322,TS559_Genomic_Sequence.seq,274626,275705,+,1080,0,0,0,0,0,0,0,0,0,0,0
TK0323,TS559_Genomic_Sequence.seq,275702,276772,+,1071,0,0,0,0,0,0,0,0,0,0,0
TK0324,TS559_Genomic_Sequence.seq,276773,277540,+,768,0,0,0,0,0,0,0,0,0,0,0
TK0325,TS559_Genomic_Sequence.seq,277537,277995,+,459,0,0,0,0,0,0,0,0,0,0,0
TK0326,TS559_Genomic_Sequence.seq,277992,278750,+,759,0,2,0,2,1,1,1,0,2,0,0
TK0327,TS559_Genomic_Sequence.seq,278873,279529,-,657,0,0,0,3,0,1,5,1,6,0,0
TK0328,TS559_Genomic_Sequence.seq,279652,280086,+,435,0,0,0,0,1,1,0,0,0,0,0
TK0329,TS559_Genomic_Sequence.seq,280127,281086,+,960,2,2,2,4,14,3,2,1,6,1,1
TK0330,TS559_Genomic_Sequence.seq,281083,281481,+,399,2,0,2,2,1,2,0,1,2,0,0
TK0331,TS559_Genomic_Sequence.seq,281558,282409,-,852,0,0,0,0,0,0,0,0,2,0,0
TK0332,TS559_Genomic_Sequence.seq,282435,283430,-,996,0,0,1,0,2,0,0,0,2,0,0
TK0333,TS559_Genomic_Sequence.seq,283427,284113,-,687,0,0,0,1,0,0,0,0,1,0,0
TK0334,TS559_Genomic_Sequence.seq,284118,284507,-,390,0,0,1,1,1,0,0,0,1,0,0
TK0335,TS559_Genomic_Sequence.seq,284488,284691,-,204,0,0,1,2,0,0,0,1,0,0,0
TK0336,TS559_Genomic_Sequence.seq,284730,285497,-,768,0,0,0,1,2,0,1,0,0,0,0
TK0337,TS559_Genomic_Sequence.seq,285557,286093,+,537,1,0,0,2,3,0,0,0,4,0,0
TK0338,TS559_Genomic_Sequence.seq,286060,286593,-,534,1,0,1,7,4,0,1,0,6,0,0
TK0339,TS559_Genomic_Sequence.seq,286772,287167,-,396,1,0,1,0,2,0,0,0,1,0,0
TK0340,TS559_Genomic_Sequence.seq,287164,287532,-,369,0,0,1,4,1,0,1,1,1,0,0
TK0341,TS559_Genomic_Sequence.seq,287519,288127,-,609,0,0,1,3,1,0,1,3,1,0,0
TK0342,TS559_Genomic_Sequence.seq,288187,288507,-,321,0,0,1,3,1,2,0,0,0,0,0
TK0343,TS559_Genomic_Sequence.seq,288504,288962,-,459,0,0,0,0,0,0,0,0,0,0,0
TK0344,TS559_Genomic_Sequence.seq,288955,289119,-,165,0,0,0,2,1,0,0,0,0,0,0
TK0345,TS559_Genomic_Sequence.seq,289150,289992,-,843,0,0,1,3,1,1,1,0,2,0,0
TK0346,TS559_Genomic_Sequence.seq,289953,290270,-,318,1,0,1,0,1,0,0,0,0,0,0
TK0347,TS559_Genomic_Sequence.seq,290367,291710,+,1344,3,1,5,34,31,0,3,0,13,2,0
TK0348,TS559_Genomic_Sequence.seq,291717,292523,+,807,2,1,5,16,12,3,2,0,8,1,1
TK0349,TS559_Genomic_Sequence.seq,292650,293429,+,780,0,4,6,6,20,3,1,3,8,0,0
TK0350,TS559_Genomic_Sequence.seq,293429,293677,+,249,0,0,1,2,4,0,0,0,1,1,0
TK0351,TS559_Genomic_Sequence.seq,293764,294015,+,252,0,0,3,0,4,0,0,0,3,0,0
TK0352,TS559_Genomic_Sequence.seq,294129,295640,+,1512,6,0,1,31,26,5,7,4,19,0,0
TK0353,TS559_Genomic_Sequence.seq,295641,296153,-,513,1,0,0,0,1,0,1,0,1,0,0
TK0354,TS559_Genomic_Sequence.seq,296218,296688,-,471,0,0,0,1,1,0,0,0,0,0,0
TK0355,TS559_Genomic_Sequence.seq,296787,297716,+,930,1,0,0,1,3,0,0,0,0,0,0
TK0356,TS559_Genomic_Sequence.seq,297713,299839,+,2127,1,1,1,3,10,1,0,0,2,0,2
TK0357,TS559_Genomic_Sequence.seq,299836,300762,+,927,0,0,0,1,1,1,0,0,1,0,0
TK0358,TS559_Genomic_Sequence.seq,300817,302265,-,1449,2,1,6,13,16,3,1,2,3,1,1
TK0359,TS559_Genomic_Sequence.seq,302319,302771,-,453,0,0,1,2,1,0,0,0,1,0,0
TK0360,TS559_Genomic_Sequence.seq,302764,303702,-,939,1,0,1,4,5,0,0,1,1,0,1
TK0361,TS559_Genomic_Sequence.seq,303712,304140,-,429,1,0,0,1,3,0,0,0,1,0,0
TK0362,TS559_Genomic_Sequence.seq,304137,304259,-,123,0,0,0,0,0,0,0,0,0,0,0
TK0363,TS559_Genomic_Sequence.seq,304353,305207,+,855,2,0,3,11,6,1,1,1,2,0,1
TK0364,TS559_Genomic_Sequence.seq,305207,305872,+,666,1,0,0,4,4,0,0,0,0,0,0
TK0365,TS559_Genomic_Sequence.seq,306390,307121,-,732,0,1,2,2,9,1,2,0,2,0,0
TK0366,TS559_Genomic_Sequence.seq,307325,307900,-,576,1,0,2,1,6,0,1,0,3,1,0
TK0367,TS559_Genomic_Sequence.seq,307944,308420,-,477,0,0,0,0,0,0,1,0,4,0,0
TK0368,TS559_Genomic_Sequence.seq,308506,309651,-,1146,1,0,0,2,4,0,1,2,4,0,0
TK0369,TS559_Genomic_Sequence.seq,309656,310030,-,375,1,0,0,0,3,0,0,0,1,0,0
TK0370,TS559_Genomic_Sequence.seq,310031,310639,-,609,1,0,3,1,2,0,3,0,0,0,0
TK0371,TS559_Genomic_Sequence.seq,310836,311117,-,282,0,0,0,2,1,0,0,0,0,0,0
TK0372,TS559_Genomic_Sequence.seq,311122,311505,-,384,1,0,0,1,1,1,0,0,0,0,0
TK0373,TS559_Genomic_Sequence.seq,311687,311917,+,231,0,0,0,1,0,0,0,0,1,0,0
TK0374,TS559_Genomic_Sequence.seq,311904,312320,+,417,0,0,0,1,1,0,0,0,0,0,0
TK0375,TS559_Genomic_Sequence.seq,312421,313134,+,714,0,1,4,4,7,4,3,2,2,0,0
TK0376,TS559_Genomic_Sequence.seq,313219,314604,+,1386,1,0,1,2,0,1,0,0,2,0,0
TK0377,TS559_Genomic_Sequence.seq,314633,315073,-,441,0,0,1,0,3,0,0,1,2,0,0
TK0378,TS559_Genomic_Sequence.seq,315260,315988,-,729,1,2,2,16,5,1,10,1,12,2,1
TK0379,TS559_Genomic_Sequence.seq,316142,317287,+,1146,0,0,2,0,2,0,0,0,0,0,0
TK0380,TS559_Genomic_Sequence.seq,317280,318131,-,852,0,0,0,1,5,0,0,0,0,0,0
TK0381,TS559_Genomic_Sequence.seq,319080,319943,+,864,0,0,0,0,0,0,0,0,0,0,0
TK0382,TS559_Genomic_Sequence.seq,319940,320224,+,285,0,0,0,0,0,0,0,0,0,0,0
TK0383,TS559_Genomic_Sequence.seq,320523,320711,+,189,0,0,0,0,0,0,0,0,0,0,0
TK0384,TS559_Genomic_Sequence.seq,321027,321380,+,354,0,0,0,0,0,0,0,0,0,0,0
TK0385,TS559_Genomic_Sequence.seq,321385,323271,+,1887,0,0,0,0,1,0,0,0,1,0,0
TK0386,TS559_Genomic_Sequence.seq,323276,325414,+,2139,0,0,0,0,0,0,0,0,0,0,0
TK0387,TS559_Genomic_Sequence.seq,325429,325950,+,522,0,0,0,0,0,0,0,0,0,0,0
TK0388,TS559_Genomic_Sequence.seq,325962,326297,+,336,0,0,0,0,0,0,0,0,0,0,0
TK0389,TS559_Genomic_Sequence.seq,326299,326529,+,231,0,0,0,0,0,0,0,0,0,0,0
TK0390,TS559_Genomic_Sequence.seq,326533,327336,+,804,0,0,0,0,0,0,0,0,0,0,0
TK0391,TS559_Genomic_Sequence.seq,327348,327830,+,483,0,0,0,0,0,1,0,0,0,0,0
TK0392,TS559_Genomic_Sequence.seq,327836,328303,+,468,0,0,0,0,0,1,0,0,0,0,0
TK0393,TS559_Genomic_Sequence.seq,328305,329105,+,801,0,0,0,0,0,0,0,0,0,0,0
TK0394,TS559_Genomic_Sequence.seq,329239,330702,+,1464,0,0,0,0,0,0,0,0,0,0,0
TK0395,TS559_Genomic_Sequence.seq,330715,331467,+,753,0,0,0,0,0,0,0,0,0,0,0
TK0396,TS559_Genomic_Sequence.seq,331467,331751,+,285,0,0,0,0,0,0,0,0,0,0,0
TK0397,TS559_Genomic_Sequence.seq,331760,332731,-,972,0,0,0,0,1,1,0,0,0,0,0
TK0398,TS559_Genomic_Sequence.seq,332818,333960,+,1143,0,0,0,0,1,0,0,0,0,0,0
TK0399,TS559_Genomic_Sequence.seq,334083,334679,+,597,0,0,0,1,0,0,0,0,1,0,0
TK0400,TS559_Genomic_Sequence.seq,334648,335127,+,480,0,0,0,0,0,0,1,0,0,0,0
TK0401,TS559_Genomic_Sequence.seq,335149,335727,+,579,0,0,0,0,0,0,0,0,0,0,0
TK0402,TS559_Genomic_Sequence.seq,335901,336275,+,375,0,0,0,0,0,0,0,0,0,0,0
TK0403,TS559_Genomic_Sequence.seq,336268,336699,-,432,0,0,0,0,0,0,0,0,0,0,0
TK0404,TS559_Genomic_Sequence.seq,336726,337739,-,1014,1,0,0,0,0,1,0,0,0,0,0
TK0405,TS559_Genomic_Sequence.seq,337962,338381,+,420,0,0,1,2,1,0,0,0,0,0,0
TK0406,TS559_Genomic_Sequence.seq,338378,338803,+,426,0,0,0,1,0,0,0,0,0,0,0
TK0407,TS559_Genomic_Sequence.seq,339161,339553,-,393,0,0,0,0,0,0,0,0,0,0,0
TK0408,TS559_Genomic_Sequence.seq,339735,340319,-,585,0,0,1,1,3,0,0,0,0,0,0
TK0409,TS559_Genomic_Sequence.seq,340573,341010,+,438,1,0,0,0,1,0,0,0,0,0,0
TK0410,TS559_Genomic_Sequence.seq,341448,342476,+,1029,0,0,0,1,0,0,0,0,0,0,0
TK0411,TS559_Genomic_Sequence.seq,342469,342906,+,438,0,0,0,0,0,0,0,0,0,0,0
TK0412,TS559_Genomic_Sequence.seq,342903,343091,+,189,0,0,0,0,0,0,0,0,0,0,0
TK0413,TS559_Genomic_Sequence.seq,343096,343416,+,321,0,0,0,0,0,0,0,0,0,0,0
TK0414,TS559_Genomic_Sequence.seq,343413,343604,+,192,0,0,0,0,0,0,0,0,0,0,0
TK0415,TS559_Genomic_Sequence.seq,343601,343912,+,312,0,0,0,0,0,0,0,0,0,0,0
TK0416,TS559_Genomic_Sequence.seq,343912,344487,+,576,0,0,0,0,0,0,0,0,0,0,0
TK0417,TS559_Genomic_Sequence.seq,344495,344755,+,261,0,0,0,0,0,0,0,0,0,0,0
TK0418,TS559_Genomic_Sequence.seq,344752,345006,+,255,0,0,0,1,0,0,0,0,0,0,0
TK0419,TS559_Genomic_Sequence.seq,345021,345371,+,351,0,0,0,0,0,0,0,0,0,0,0
TK0420,TS559_Genomic_Sequence.seq,345543,345896,+,354,0,0,0,0,0,0,0,0,0,0,0
TK0421,TS559_Genomic_Sequence.seq,345902,346282,+,381,0,0,0,1,0,0,0,4,3,0,0
TK0422,TS559_Genomic_Sequence.seq,346366,347478,+,1113,0,0,0,2,1,0,1,1,1,0,0
TK0423,TS559_Genomic_Sequence.seq,347582,349432,-,1851,0,0,3,7,12,1,3,1,12,1,0
TK0424,TS559_Genomic_Sequence.seq,349552,350613,+,1062,0,1,0,2,3,0,1,1,2,0,0
TK0425,TS559_Genomic_Sequence.seq,350616,351170,+,555,0,0,0,1,1,0,0,0,0,0,0
TK0426,TS559_Genomic_Sequence.seq,351233,352000,+,768,3,3,19,24,24,4,4,8,6,0,2
TK0427,TS559_Genomic_Sequence.seq,352002,353117,+,1116,1,1,4,7,22,3,2,3,10,0,0
TK0428,TS559_Genomic_Sequence.seq,353189,354349,+,1161,1,2,4,4,7,2,2,3,6,1,0
TK0429,TS559_Genomic_Sequence.seq,354417,354887,+,471,0,0,2,0,3,0,1,0,0,1,0
TK0430,TS559_Genomic_Sequence.seq,354871,355467,-,597,0,0,1,0,1,0,0,0,1,0,0
TK0431,TS559_Genomic_Sequence.seq,355464,356396,-,933,0,0,0,0,1,0,0,0,0,0,0
TK0432,TS559_Genomic_Sequence.seq,356393,357052,-,660,0,0,0,0,0,0,0,0,0,0,0
TK0433,TS559_Genomic_Sequence.seq,357049,358335,-,1287,1,0,0,0,0,0,0,0,0,0,0
TK0434,TS559_Genomic_Sequence.seq,358431,359186,+,756,0,0,0,0,0,0,0,0,0,0,0
TK0435,TS559_Genomic_Sequence.seq,359186,360481,+,1296,0,0,0,0,1,0,0,0,0,0,0
TK0436,TS559_Genomic_Sequence.seq,360521,362422,+,1902,3,1,3,30,18,4,2,2,11,0,1
TK0437,TS559_Genomic_Sequence.seq,362435,364381,-,1947,0,0,0,0,1,0,0,0,0,0,0
TK0438,TS559_Genomic_Sequence.seq,364390,365628,-,1239,0,0,0,0,0,1,0,0,1,0,0
TK0439,TS559_Genomic_Sequence.seq,365714,366301,-,588,0,0,1,0,0,0,0,0,1,0,0
TK0440,TS559_Genomic_Sequence.seq,366305,367207,-,903,0,0,2,5,4,0,1,2,3,0,0
TK0441,TS559_Genomic_Sequence.seq,367252,368304,-,1053,2,1,3,23,14,5,4,3,5,1,0
TK0442,TS559_Genomic_Sequence.seq,368473,369378,+,906,0,0,0,0,2,0,0,0,0,0,0
TK0443,TS559_Genomic_Sequence.seq,369382,370464,+,1083,0,0,0,0,0,0,0,0,1,0,0
TK0444,TS559_Genomic_Sequence.seq,370505,371935,+,1431,1,2,9,15,23,4,0,1,20,0,6
TK0445,TS559_Genomic_Sequence.seq,373598,373855,+,258,0,0,0,0,0,0,0,0,0,0,0
TK0446,TS559_Genomic_Sequence.seq,373848,374549,-,702,1,1,0,0,0,5,1,0,0,0,0
TK0447,TS559_Genomic_Sequence.seq,374550,375323,-,774,0,0,0,0,0,0,1,0,0,0,0
TK0448,TS559_Genomic_Sequence.seq,375313,375990,-,678,0,0,0,2,2,0,0,0,0,0,0
TK0449,TS559_Genomic_Sequence.seq,375962,376624,-,663,0,0,0,2,1,0,0,0,0,0,0
TK0450,TS559_Genomic_Sequence.seq,376621,378222,-,1602,0,1,0,1,1,1,2,1,2,1,0
TK0451,TS559_Genomic_Sequence.seq,378192,379391,-,1200,0,1,0,2,3,0,0,0,2,0,0
TK0452,TS559_Genomic_Sequence.seq,379381,380124,-,744,0,0,0,1,1,1,0,0,1,0,0
TK0453,TS559_Genomic_Sequence.seq,380126,381328,-,1203,0,0,1,5,1,1,1,0,3,0,1
TK0454,TS559_Genomic_Sequence.seq,381325,381690,-,366,0,0,1,2,1,0,1,0,3,0,0
TK0455,TS559_Genomic_Sequence.seq,381865,382845,-,981,0,0,2,1,0,1,0,0,5,0,0
TK0456,TS559_Genomic_Sequence.seq,382858,383271,-,414,0,0,1,1,0,0,0,0,0,0,0
TK0457,TS559_Genomic_Sequence.seq,383259,383486,-,228,0,0,0,2,3,0,0,0,0,0,0
TK0458,TS559_Genomic_Sequence.seq,383543,384055,-,513,0,0,1,0,1,0,0,0,2,0,0
TK0459,TS559_Genomic_Sequence.seq,384045,385154,-,1110,0,0,1,0,5,4,0,0,7,0,0
TK0460,TS559_Genomic_Sequence.seq,385215,387437,-,2223,0,0,1,0,3,2,0,0,5,0,1
TK0461,TS559_Genomic_Sequence.seq,387434,388066,-,633,0,0,1,1,1,1,0,0,2,0,1
TK0462,TS559_Genomic_Sequence.seq,388071,389147,-,1077,0,0,0,0,7,4,0,1,9,0,1
TK0463,TS559_Genomic_Sequence.seq,389144,390616,-,1473,0,0,0,0,4,2,0,0,4,0,0
TK0464,TS559_Genomic_Sequence.seq,390585,391376,-,792,0,0,2,0,7,3,0,0,12,0,0
TK0465,TS559_Genomic_Sequence.seq,391629,392327,-,699,4,0,8,20,24,1,3,1,5,0,0
TK0466,TS559_Genomic_Sequence.seq,392443,393765,+,1323,0,0,1,4,0,1,1,0,1,0,0
TK0467,TS559_Genomic_Sequence.seq,393918,397124,+,3207,2,0,2,3,3,0,1,2,12,0,2
TK0468,TS559_Genomic_Sequence.seq,397193,397486,-,294,1,0,1,1,1,0,0,1,0,0,0
TK0469,TS559_Genomic_Sequence.seq,397517,398026,+,510,0,0,0,0,1,0,0,1,0,0,0
TK0470,TS559_Genomic_Sequence.seq,398065,403200,+,5136,1,4,5,17,18,6,1,6,28,2,0
TK0471,TS559_Genomic_Sequence.seq,403511,404305,+,795,0,2,9,19,11,4,4,2,13,0,2
TK0472,TS559_Genomic_Sequence.seq,404434,404646,-,213,1,0,2,0,1,0,1,0,0,0,0
TK0473,TS559_Genomic_Sequence.seq,404643,404978,-,336,0,0,2,1,2,0,0,0,0,0,0
TK0474,TS559_Genomic_Sequence.seq,404975,405709,-,735,0,0,1,0,0,2,1,0,0,0,0
TK0475,TS559_Genomic_Sequence.seq,405850,407070,+,1221,3,1,8,20,4,4,6,4,6,0,0
TK0476,TS559_Genomic_Sequence.seq,407079,407822,+,744,2,0,8,27,19,0,3,0,11,0,1
TK0477,TS559_Genomic_Sequence.seq,407824,408477,+,654,1,0,0,3,3,1,2,0,1,1,0
TK0478,TS559_Genomic_Sequence.seq,408474,408662,+,189,0,0,1,0,0,1,0,0,2,0,0
TK0479,TS559_Genomic_Sequence.seq,408662,409474,+,813,0,0,0,4,2,2,0,0,2,0,0
TK0480,TS559_Genomic_Sequence.seq,409475,410095,+,621,0,0,4,6,2,1,1,2,0,0,0
TK0481,TS559_Genomic_Sequence.seq,410191,410703,+,513,2,1,2,10,5,2,1,1,4,0,0
TK0482,TS559_Genomic_Sequence.seq,410893,412308,+,1416,0,0,1,2,3,0,0,0,6,0,0
TK0483,TS559_Genomic_Sequence.seq,412319,412930,+,612,0,0,0,0,0,0,0,0,1,0,0
TK0484,TS559_Genomic_Sequence.seq,412923,413267,+,345,0,0,0,0,0,0,0,0,0,0,0
TK0485,TS559_Genomic_Sequence.seq,413273,413869,+,597,0,0,0,0,0,0,0,0,0,0,0
TK0486,TS559_Genomic_Sequence.seq,413892,414224,+,333,0,0,0,0,0,0,0,0,0,0,0
TK0487,TS559_Genomic_Sequence.seq,414235,414885,+,651,0,0,0,0,0,0,0,0,0,0,0
TK0488,TS559_Genomic_Sequence.seq,414890,415510,+,621,0,0,0,0,0,0,0,0,0,0,0
TK0489,TS559_Genomic_Sequence.seq,415677,416285,+,609,0,0,0,0,0,0,0,0,0,0,0
TK0490,TS559_Genomic_Sequence.seq,416306,416944,+,639,0,0,0,1,0,0,0,0,0,0,0
TK0491,TS559_Genomic_Sequence.seq,416937,418190,+,1254,0,0,1,1,0,0,0,0,0,0,0
TK0492,TS559_Genomic_Sequence.seq,418262,419578,+,1317,1,1,5,6,5,0,0,2,4,0,0
TK0493,TS559_Genomic_Sequence.seq,419642,421735,+,2094,1,0,6,8,6,1,0,2,5,0,1
TK0494,TS559_Genomic_Sequence.seq,421892,423046,-,1155,0,0,1,1,6,0,0,1,1,0,0
TK0495,TS559_Genomic_Sequence.seq,424009,425271,-,1263,0,0,0,0,1,0,0,0,0,0,0
TK0496,TS559_Genomic_Sequence.seq,425389,425727,+,339,0,0,0,0,0,0,0,0,0,0,0
TK0497,TS559_Genomic_Sequence.seq,425763,426758,+,996,0,0,0,0,0,0,0,0,0,0,0
TK0498,TS559_Genomic_Sequence.seq,426815,428080,+,1266,0,0,0,1,3,0,0,0,0,0,0
TK0499,TS559_Genomic_Sequence.seq,428081,429406,-,1326,2,3,8,11,24,1,5,2,7,1,0
TK0500,TS559_Genomic_Sequence.seq,429410,429637,-,228,0,0,1,7,5,0,0,0,0,0,0
